Rank,Industry,Ticker,Relative Strength,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,Diff
240,Home Improvement Retail,LOW,7.88,0.67,0.71,0.76,0.41,0.39,45,44,21,18,27,-0.5499999999999998
241,REIT - Retail,SPG,7.7,0.76,0.79,0.58,0.44,0.27,45,39,28,27,50,0.6699999999999999
242,Utilities - Regulated Electric,XEL,7.5,0.48,0.47,0.79,0.35,0.47,44,44,58,51,75,-1.2100000000000009
243,Medical Distribution,MCK,7.48,0.67,0.59,0.5,0.54,0.8,44,40,60,70,74,-0.05999999999999961
244,Discount Stores,WMT,7.37,0.31,0.25,0.81,0.57,0.28,44,38,56,76,82,0.7199999999999998
245,Home Improvement Retail,HD,7.19,0.58,0.64,0.72,0.41,0.29,44,41,28,33,30,-0.75
246,Oil & Gas Midstream,MPLX,7.17,0.61,0.45,0.68,0.47,0.43,43,38,61,64,87,0.5700000000000003
247,Utilities - Regulated Electric,DUK,7.15,0.44,0.45,0.74,0.53,0.65,43,47,47,42,64,-2.6500000000000004
248,Utilities - Regulated Electric,FE,7.02,0.48,0.55,0.81,0.3,0.44,43,43,38,38,24,-1.2200000000000006
249,Auto Manufacturers,TM,6.89,0.49,0.74,0.64,0.51,0.57,43,47,24,30,27,-2.95
250,Telecom Services,TU,6.86,0.63,0.73,0.35,0.81,0.64,42,43,39,46,30,-1.5200000000000005
251,Copper,SCCO,6.86,0.53,0.51,0.4,0.63,0.34,42,31,23,34,18,3.0500000000000003
252,Utilities - Regulated Electric,EXC,6.71,0.37,0.41,0.68,0.44,0.57,42,46,48,54,79,-2.750000000000001
253,Specialty Chemicals,ECL,6.69,0.47,0.67,0.49,0.74,0.6,42,46,38,48,69,-2.8999999999999995
254,Insurance - Property & Casualty,TRV,6.65,0.64,0.62,0.63,0.5,0.71,42,39,42,62,64,-0.5899999999999999
255,Internet Retail,MELI,6.57,0.53,0.59,0.51,0.49,0.42,41,44,70,91,66,-2.17
256,Oil & Gas Integrated,XOM,6.49,0.96,0.87,0.33,0.22,0.52,41,31,24,15,28,2.62
257,REIT - Diversified,VICI,6.47,0.57,0.63,0.6,0.47,0.74,41,42,50,37,60,-1.5200000000000005
258,Utilities - Regulated Electric,D,6.38,0.37,0.41,0.78,0.59,0.51,41,45,53,40,49,-2.4699999999999998
259,Credit Services,V,6.35,0.73,0.8,0.43,0.56,0.41,40,40,45,76,81,-1.1900000000000004
260,Other Industrial Metals & Mining,RIO,6.05,0.52,0.67,0.56,0.23,0.55,40,36,24,21,40,0.20999999999999996
261,Restaurants,MCD,6.03,0.87,0.58,0.57,0.42,0.65,40,33,33,46,73,1.62
262,Personal Services,ROL,5.92,0.39,0.35,0.73,0.63,0.61,40,41,59,68,55,-1.87
263,Utilities - Regulated Electric,DTE,5.83,0.35,0.42,0.7,0.39,0.59,39,42,52,51,71,-2.209999999999999
264,Oil & Gas E&P,EOG,5.54,0.8,0.79,0.45,0.35,0.43,39,26,26,12,41,3.32
265,Drug Manufacturers - Specialty & Generic,TAK,5.51,0.62,0.61,0.4,0.84,0.89,39,34,26,49,61,0.4299999999999997
266,Building Products & Equipment,TT,5.39,0.25,0.47,0.49,0.61,0.39,39,45,64,82,29,-3.6000000000000005
267,Financial Data & Stock Exchanges,SPGI,5.32,0.33,0.41,0.76,0.47,0.24,39,40,54,47,44,-2.1799999999999997
268,Utilities - Regulated Electric,WEC,5.27,0.38,0.39,0.74,0.5,0.64,38,40,55,57,82,-2.33
269,Household & Personal Products,UL,5.16,0.68,0.61,0.49,0.67,0.9,38,34,23,51,47,0.5800000000000001
270,Telecom Services,VZ,5.12,0.56,0.67,0.69,0.48,0.8,38,39,39,39,75,-1.87
271,Footwear & Accessories,NKE,5.05,0.49,0.67,0.59,0.52,0.67,38,48,54,2,15,-5.28
272,Medical Devices,ABT,4.98,0.52,0.48,0.47,0.52,0.68,37,36,40,61,85,-0.7299999999999995
273,Software - Application,ZM,4.97,0.75,0.69,0.37,0.38,0.21,37,33,18,61,51,0.6799999999999997
274,Oil & Gas Midstream,WMB,4.85,0.47,0.46,0.6,0.62,0.38,37,35,59,85,83,-0.41999999999999993
275,Oil & Gas Midstream,EPD,4.72,0.62,0.58,0.51,0.35,0.5,37,33,42,39,77,0.21999999999999975
276,Banks - Regional,HDB,4.62,0.27,0.29,0.56,0.67,0.43,36,45,63,85,21,-4.29
277,Specialty Industrial Machinery,ITW,4.62,0.52,0.63,0.45,0.47,0.67,36,37,30,20,55,-1.58
278,Consumer Electronics,AAPL,4.49,0.5,0.66,0.35,0.31,0.4,36,37,15,12,73,-1.6600000000000001
279,Diagnostics & Research,IQV,4.39,0.47,0.65,0.68,0.61,0.48,36,41,20,1,8,-3.3500000000000005
280,Oil & Gas E&P,COP,4.39,0.75,0.75,0.51,0.27,0.4,36,27,20,7,7,2.0599999999999996
281,Beverages - Non-Alcoholic,CCEP,4.31,0.26,0.32,0.67,0.78,0.38,35,36,72,72,62,-1.4300000000000006
282,Insurance Brokers,WTW,4.24,0.43,0.57,0.64,0.46,0.65,35,38,37,35,71,-2.1399999999999997
283,Farm & Heavy Construction Machinery,DE,4.23,0.36,0.43,0.53,0.46,0.57,35,43,66,73,88,-4.139999999999999
284,Utilities - Regulated Electric,NGG,4.1,0.39,0.48,0.58,0.67,0.51,35,49,54,76,29,-6.48
285,Software - Application,STRC,4.0,0.53,0.48,0.86,0.0,0.0,34,29,26,31,32,1.02
286,Residential Construction,LEN,3.89,0.65,0.72,0.69,0.5,0.52,34,34,10,2,2,-0.69
287,Oil & Gas Midstream,KMI,3.84,0.53,0.51,0.58,0.53,0.44,34,35,61,80,83,-1.5300000000000002
288,Oil & Gas E&P,CNQ,3.73,0.72,0.59,0.45,0.51,0.36,34,22,28,30,6,3.54
289,Semiconductors,TXN,3.67,0.67,0.84,0.17,0.54,0.58,33,42,30,29,34,-4.470000000000001
290,Semiconductors,QCOM,3.49,0.61,0.76,0.4,0.41,0.38,33,32,16,10,18,-0.7699999999999996
291,Medical Devices,SYK,3.33,0.64,0.69,0.42,0.38,0.45,33,33,32,42,44,-1.1600000000000001
292,Oil & Gas Midstream,ET,3.31,0.67,0.62,0.55,0.43,0.21,33,28,47,53,58,0.6200000000000001
293,Banks - Regional,IBN,3.29,0.34,0.4,0.5,0.47,0.32,33,32,39,77,25,-0.7999999999999998
294,REIT - Retail,O,3.11,0.52,0.61,0.58,0.57,0.76,32,34,30,30,55,-1.6400000000000001
295,Beverages - Non-Alcoholic,PEP,3.07,0.59,0.6,0.58,0.48,0.73,32,25,16,3,18,1.8599999999999999
296,Financial Data & Stock Exchanges,MCO,3.04,0.35,0.47,0.67,0.51,0.16,32,36,51,48,40,-2.9400000000000004
297,Scientific & Technical Instruments,KEYS,3.01,0.45,0.55,0.5,0.37,0.18,32,30,43,44,33,-0.25
298,Specialty Industrial Machinery,AME,2.91,0.5,0.6,0.65,0.42,0.51,31,29,46,29,39,0.0900000000000003
299,Information Technology Services,IBM,2.69,0.6,0.46,0.19,0.5,0.5,31,36,53,83,91,-2.86
300,Diagnostics & Research,MTD,2.68,0.46,0.6,0.61,0.54,0.54,31,30,22,9,23,-0.8299999999999996
301,Oil & Gas E&P,OXY,2.67,0.81,0.74,0.51,0.39,0.47,31,21,15,4,10,2.7399999999999998
302,Drug Manufacturers - General,PFE,2.64,0.55,0.64,0.4,0.58,0.66,30,28,13,9,37,0.07000000000000028
303,Insurance - Diversified,BRK-A,2.64,0.85,0.87,0.41,0.31,0.59,30,26,19,43,68,0.9700000000000002
304,Insurance - Diversified,BRK-B,2.63,0.85,0.88,0.38,0.31,0.6,30,25,18,43,69,1.0999999999999999
305,Semiconductors,ARM,2.62,0.37,0.58,0.44,0.45,0.24,30,42,34,35,15,-5.3999999999999995
306,Diagnostics & Research,TMO,2.46,0.57,0.69,0.68,0.45,0.5,30,27,11,1,17,0.10999999999999988
307,Asset Management,AMP,2.36,0.46,0.64,0.42,0.4,0.28,29,28,37,48,51,-0.31000000000000005
308,Restaurants,YUM,2.36,0.6,0.57,0.54,0.35,0.8,29,29,42,27,80,-0.7600000000000002
309,Oil & Gas Integrated,PBR-A,2.32,0.53,0.35,0.56,0.31,0.26,29,19,44,12,21,4.2299999999999995
310,Specialty Chemicals,LIN,2.27,0.51,0.71,0.57,0.67,0.6,29,35,29,40,41,-2.8800000000000003
311,Railroads,WAB,2.03,0.5,0.65,0.2,0.5,0.38,28,31,25,68,45,-1.87
312,Specialty Chemicals,DD,2.01,0.71,0.8,0.39,0.48,0.33,28,30,18,5,30,-1.27
313,Insurance - Life,MFC,1.93,0.54,0.54,0.57,0.58,0.49,28,23,42,64,53,1.56
314,Utilities - Regulated Water,AWK,1.89,0.48,0.54,0.64,0.49,0.83,28,35,39,34,68,-3.58
315,Pollution & Treatment Controls,VLTO,1.83,0.35,0.49,0.73,0.43,0.61,27,31,40,22,26,-2.01
316,Drug Manufacturers - General,GSK,1.78,0.61,0.8,0.49,0.77,0.83,27,37,27,46,47,-4.38
317,Oil & Gas Integrated,PBR,1.78,0.55,0.32,0.57,0.27,0.26,27,19,45,11,23,3.73
318,Software - Application,SAP,1.71,0.34,0.25,0.34,0.7,0.37,27,38,49,90,89,-4.79
319,Insurance - Diversified,AIG,1.69,0.66,0.82,0.35,0.61,0.73,27,34,25,58,60,-3.1599999999999997
320,Insurance - Property & Casualty,ALL,1.64,0.45,0.48,0.62,0.52,0.67,26,30,40,54,66,-2.0600000000000005
321,Asset Management,APO,1.52,0.22,0.36,0.45,0.18,0.16,26,24,32,36,38,0.67
322,Lodging,MAR,1.49,0.5,0.61,0.31,0.36,0.29,26,32,31,40,43,-2.4400000000000004
323,Farm & Heavy Construction Machinery,PCAR,1.46,0.51,0.66,0.54,0.37,0.59,26,29,25,10,42,-1.48
324,Banks - Regional,FCNCA,1.46,0.63,0.75,0.23,0.27,0.22,26,27,16,19,29,-0.9199999999999999
325,Building Materials,AMRZ,1.31,0.71,0.73,0.48,0.0,0.0,25,22,19,31,32,1.37
326,Insurance - Life,MET,1.24,0.73,0.81,0.45,0.4,0.52,25,28,15,33,57,-1.28
327,Diagnostics & Research,A,0.89,0.65,0.6,0.54,0.54,0.32,25,16,11,7,13,5.26
328,REIT - Retail,REG,0.73,0.53,0.5,0.66,0.42,0.57,24,25,29,38,63,-0.48
329,Beverages - Non-Alcoholic,KO,0.7,0.38,0.38,0.48,0.44,0.63,24,24,29,45,73,0.18999999999999995
330,Waste Management,RSG,0.7,0.49,0.48,0.34,0.69,0.55,24,26,35,75,79,-1.39
331,Software - Infrastructure,PANW,0.43,0.75,0.77,0.3,0.55,0.31,24,25,16,63,54,-1.1600000000000001
332,Specialty Chemicals,APD,0.38,0.55,0.58,0.51,0.52,0.5,23,27,22,16,70,-1.88
333,Specialty Business Services,TRI,0.38,0.68,0.39,0.35,0.65,0.61,23,20,66,65,55,1.56
334,Packaging & Containers,IP,0.02,0.58,0.55,0.35,0.34,0.36,23,16,22,18,72,4.369999999999999
335,Utilities - Regulated Electric,NEE,-0.1,0.57,0.58,0.32,0.43,0.69,23,30,23,20,41,-3.5700000000000003
336,Waste Management,WM,-0.72,0.37,0.38,0.58,0.75,0.54,23,23,34,56,56,-0.9299999999999999
337,Utilities - Regulated Electric,PEG,-0.77,0.22,0.31,0.87,0.55,0.34,22,27,53,33,36,-3.03
338,Software - Application,INTU,-0.81,0.2,0.15,0.68,0.89,0.56,22,21,78,86,24,-0.5
339,REIT - Specialty,CCI,-1.09,0.36,0.28,0.6,0.47,0.79,22,24,38,33,17,-2.06
340,Packaged Foods,K,-1.37,0.26,0.37,0.64,0.62,0.72,22,21,36,55,84,-0.31000000000000005
341,Railroads,CSX,-1.41,0.21,0.3,0.69,0.58,0.26,21,22,57,22,12,-1.5299999999999998
342,Beverages - Brewers,BUD,-1.43,0.5,0.61,0.27,0.72,0.97,21,25,21,74,58,-2.69
343,Oil & Gas Midstream,TRGP,-1.51,0.47,0.46,0.44,0.46,0.28,21,20,30,42,90,0.11999999999999988
344,Software - Application,ADP,-1.54,0.5,0.49,0.57,0.79,0.48,21,23,33,67,74,-1.78
345,Semiconductor Equipment & Materials,ASML,-2.1,0.44,0.73,0.23,0.45,0.45,21,32,17,21,10,-6.300000000000001
346,Insurance - Life,PRU,-2.19,0.63,0.85,0.46,0.43,0.53,20,21,11,13,20,-1.8499999999999999
347,Beverages - Wineries & Distilleries,DEO,-2.3,0.47,0.6,0.41,0.27,0.69,20,18,4,8,11,-0.1299999999999999
348,Semiconductors,MCHP,-2.34,0.48,0.52,0.33,0.62,0.6,20,39,62,17,4,-9.74
349,REIT - Industrial,PLD,-2.36,0.65,0.66,0.42,0.46,0.47,20,20,14,15,37,-0.7999999999999998
350,Drug Manufacturers - General,AMGN,-2.43,0.56,0.58,0.59,0.76,0.82,19,20,29,16,71,-0.8000000000000003
351,Railroads,CP,-2.95,0.55,0.55,0.25,0.54,0.5,19,18,21,44,24,0.029999999999999805
352,Internet Retail,JD,-3.0,0.45,0.42,0.47,0.42,0.52,19,15,15,27,96,1.7599999999999998
353,Utilities - Regulated Electric,ED,-3.09,0.27,0.31,0.74,0.51,0.75,19,24,32,41,62,-3.9
354,Travel Services,ABNB,-3.22,0.65,0.71,0.39,0.51,0.16,18,23,25,40,23,-3.66
355,Financial Data & Stock Exchanges,MSCI,-3.37,0.53,0.69,0.54,0.4,0.43,18,21,28,36,31,-3.1100000000000003
356,Oil & Gas E&P,FANG,-3.45,0.79,0.64,0.67,0.41,0.31,18,13,15,6,3,2.74
357,Asset Management,OWL,-3.48,0.2,0.48,0.55,0.45,0.22,18,16,21,38,40,0.77
358,Industrial Distribution,GWW,-3.71,0.74,0.76,0.25,0.5,0.42,18,17,9,53,27,0.4800000000000004
359,Waste Management,WCN,-4.02,0.34,0.35,0.58,0.53,0.49,17,18,24,45,46,-0.6999999999999997
360,Drug Manufacturers - General,MRK,-4.34,0.68,0.65,0.45,0.63,0.84,17,16,5,1,6,-0.07000000000000028
361,Software - Application,NOW,-4.39,0.65,0.54,0.42,0.4,0.21,17,11,20,80,26,3.1400000000000006
362,Specialty Business Services,CTAS,-4.46,0.23,0.32,0.73,0.76,0.48,17,22,48,65,52,-4.52
363,Railroads,UNP,-4.52,0.58,0.47,0.4,0.3,0.52,16,15,19,14,48,0.4900000000000002
364,Restaurants,SBUX,-4.57,0.41,0.42,0.44,0.51,0.36,16,12,33,13,77,1.6799999999999997
365,Diagnostics & Research,DHR,-5.15,0.47,0.58,0.55,0.52,0.6,16,17,7,4,6,-1.1000000000000005
366,Discount Stores,COST,-5.33,0.27,0.38,0.43,0.5,0.27,16,18,26,56,60,-2.83
367,Oil & Gas Equipment & Services,SLB,-5.5,0.72,0.77,0.36,0.28,0.48,15,12,6,3,20,0.8099999999999996
368,Capital Markets,TW,-5.5,0.31,0.16,0.6,0.41,0.63,15,14,45,61,70,-0.13999999999999968
369,Medical Instruments & Supplies,BDX,-5.54,0.39,0.63,0.51,0.47,0.59,15,18,6,2,35,-2.98
370,Credit Services,PYPL,-5.71,0.55,0.56,0.36,0.55,0.3,15,13,12,34,24,-0.07000000000000028
371,Drug Manufacturers - Specialty & Generic,HLN,-5.71,0.63,0.65,0.43,0.65,0.66,15,15,17,66,72,-0.8899999999999997
372,Telecom Services,CMCSA,-6.3,0.71,0.72,0.34,0.35,0.68,14,11,9,11,15,1.08
373,Confectioners,MDLZ,-6.3,0.53,0.46,0.38,0.62,0.77,14,13,20,26,36,-0.14999999999999947
374,Household & Personal Products,PG,-6.37,0.59,0.62,0.47,0.51,0.82,14,12,13,18,46,0.5899999999999999
375,Software - Application,PAYX,-6.57,0.53,0.46,0.5,0.68,0.65,14,17,24,67,80,-2.49
376,Household & Personal Products,KVUE,-6.61,0.35,0.4,0.6,0.26,0.71,13,9,31,28,68,2.259999999999999
377,Insurance Brokers,AJG,-6.62,0.68,0.64,0.3,0.41,0.53,13,12,12,56,77,-0.3899999999999997
378,Healthcare Plans,CI,-6.66,0.76,0.82,0.29,0.54,0.76,13,14,4,17,21,-1.0600000000000005
379,Insurance - Diversified,ACGL,-6.84,0.64,0.6,0.51,0.54,0.64,13,15,14,25,18,-1.71
380,Drug Manufacturers - General,BMY,-7.17,0.58,0.7,0.46,0.67,0.87,12,14,8,15,84,-1.54
381,Specialty Business Services,RELX,-8.14,0.28,0.36,0.4,0.48,0.32,12,19,33,67,46,-6.0600000000000005
382,Software - Application,ROP,-8.26,0.5,0.45,0.51,0.45,0.6,12,14,19,33,48,-2.7299999999999995
383,Medical Devices,GEHC,-8.4,0.37,0.64,0.39,0.43,0.26,12,13,9,6,39,-2.2200000000000006
384,Railroads,CNI,-8.59,0.63,0.73,0.17,0.28,0.49,12,10,11,23,9,-0.2699999999999996
385,Building Products & Equipment,CARR,-8.67,0.43,0.54,0.31,0.42,0.57,11,17,18,47,34,-4.68
386,Software - Application,CRM,-8.86,0.73,0.6,0.42,0.26,0.17,11,6,7,27,22,2.91
387,Insurance - Property & Casualty,PGR,-9.51,0.54,0.49,0.49,0.49,0.69,11,11,17,59,85,-1.75
388,REIT - Industrial,EXR,-9.65,0.63,0.59,0.37,0.52,0.54,11,8,10,19,36,-0.4800000000000004
389,Household & Personal Products,CL,-9.72,0.47,0.49,0.28,0.53,0.79,10,7,9,16,39,-0.02000000000000135
390,Information Technology Services,CTSH,-9.92,0.67,0.69,0.36,0.38,0.13,10,9,12,41,65,-0.8200000000000003
391,Software - Application,WDAY,-9.98,0.66,0.59,0.5,0.3,0.47,10,8,12,37,31,-0.41999999999999993
392,Drug Manufacturers - General,LLY,-10.01,0.84,0.78,0.49,0.63,0.56,10,11,13,11,45,-2.3499999999999996
393,Packaged Foods,KHC,-10.06,0.42,0.53,0.47,0.44,0.78,9,15,7,4,28,-5.290000000000001
394,Biotechnology,REGN,-10.16,0.6,0.61,0.63,0.27,0.63,9,3,2,1,2,8.440000000000001
395,Specialty Business Services,CPRT,-10.34,0.62,0.72,0.48,0.08,0.1,9,7,3,14,19,0.2400000000000002
396,Specialty Industrial Machinery,IR,-10.62,0.49,0.62,0.36,0.44,0.49,9,10,10,14,12,-2.619999999999999
397,Specialty Industrial Machinery,OTIS,-10.74,0.42,0.53,0.23,0.37,0.75,9,10,7,20,53,-2.460000000000001
398,Semiconductors,MRVL,-10.94,0.3,0.47,0.58,0.5,0.23,8,26,37,11,5,-13.03
399,Consulting Services,VRSK,-11.13,0.58,0.55,0.16,0.78,0.57,8,9,14,63,67,-2.3500000000000014
400,Insurance Brokers,MMC,-11.19,0.53,0.58,0.26,0.53,0.64,8,8,8,35,57,-1.7299999999999986
401,Drug Manufacturers - Specialty & Generic,ZTS,-11.46,0.57,0.69,0.49,0.72,0.72,8,9,8,23,20,-2.780000000000001
402,Consulting Services,EFX,-11.52,0.45,0.54,0.38,0.42,0.57,7,12,9,39,22,-5.109999999999999
403,REIT - Residential,AVB,-11.58,0.54,0.61,0.29,0.45,0.5,7,9,5,18,47,-2.6899999999999995
404,REIT - Specialty,IRM,-12.11,0.42,0.5,0.41,0.57,0.25,7,8,10,55,8,-2.83
405,Auto Manufacturers,STLA,-12.17,0.45,0.56,0.41,0.33,0.36,7,5,3,3,2,1.9399999999999995
406,Medical Instruments & Supplies,ALC,-12.43,0.34,0.41,0.57,0.47,0.59,6,10,13,19,44,-4.01
407,Medical Instruments & Supplies,ISRG,-12.51,0.42,0.51,0.3,0.48,0.25,6,6,12,64,64,0.0
408,Beverages - Non-Alcoholic,KDP,-12.52,0.17,0.27,0.55,0.36,0.63,6,6,23,22,38,-1.7300000000000004
409,Information Technology Services,FIS,-12.65,0.34,0.49,0.51,0.58,0.62,6,7,22,47,13,-2.9700000000000006
410,REIT - Specialty,EQIX,-12.87,0.44,0.59,0.57,0.78,0.25,6,7,8,52,28,-3.1799999999999997
411,Utilities - Regulated Electric,PCG,-13.9,0.48,0.5,0.93,0.25,0.63,5,4,5,10,5,1.549999999999999
412,Biotechnology,VRTX,-14.06,0.63,0.6,0.55,0.59,0.74,5,4,17,15,53,1.3499999999999996
413,Insurance Brokers,BRO,-14.71,0.55,0.72,0.18,0.48,0.82,5,6,6,38,81,-1.8600000000000012
414,Information Technology Services,INFY,-15.17,0.67,0.84,0.22,0.35,0.21,5,5,4,13,24,-1.8100000000000005
415,Oil & Gas Midstream,OKE,-16.3,0.53,0.48,0.53,0.31,0.3,4,5,14,14,34,-0.9700000000000006
416,Trucking,ODFL,-16.84,0.51,0.61,0.31,0.3,0.26,4,5,3,6,12,-2.119999999999999
417,Packaged Foods,GIS,-16.96,0.52,0.39,0.42,0.51,0.69,4,4,4,5,25,-0.7800000000000011
418,Discount Stores,TGT,-17.67,0.26,0.36,0.44,0.42,0.29,4,6,5,1,3,-4.740000000000002
419,Software - Application,FICO,-19.0,0.77,0.67,0.25,0.3,0.54,3,2,1,34,54,3.16
420,Software - Infrastructure,FTNT,-19.11,0.46,0.56,0.31,0.53,0.25,3,3,60,84,91,-1.9600000000000009
421,Software - Application,TEAM,-20.84,0.65,0.51,0.48,0.48,0.15,3,3,6,50,78,-0.9199999999999982
422,Healthcare Plans,ELV,-21.39,0.81,0.76,0.3,0.47,0.62,3,2,1,6,10,2.849999999999998
423,Integrated Freight & Logistics,UPS,-22.0,0.48,0.64,0.23,0.44,0.72,3,3,3,3,15,-2.120000000000001
424,Information Technology Services,ACN,-22.44,0.73,0.72,0.34,0.39,0.11,2,2,2,21,33,0.379999999999999
425,Restaurants,CMG,-22.48,0.41,0.5,0.15,0.54,0.28,2,3,3,21,7,-2.289999999999999
426,Oil & Gas Midstream,VG,-22.88,0.58,0.45,0.3,0.78,0.25,2,4,46,22,1,-7.27
427,Healthcare Plans,UNH,-24.6,0.78,0.82,0.24,0.62,0.4,2,1,1,1,12,0.23999999999999844
428,Software - Application,ADBE,-25.39,0.55,0.63,0.25,0.58,0.4,1,2,2,7,7,-2.830000000000002
429,Information Technology Services,FI,-25.81,0.67,0.71,0.19,0.61,0.36,1,1,1,8,86,-1.009999999999998
430,Telecom Services,CHTR,-29.97,0.51,0.6,0.12,0.29,0.66,1,1,1,60,76,-1.1699999999999982
431,Advertising Agencies,TTD,-35.92,0.53,0.14,0.71,0.32,0.15,1,1,60,5,1,2.979999999999997
432,Drug Manufacturers - General,NVO,-35.97,0.78,0.76,0.25,0.67,0.68,1,1,1,1,1,-0.7199999999999989
433,Apparel Retail,LULU,-36.5,0.57,0.63,0.28,0.58,0.34,1,1,1,45,46,-1.8800000000000026
434,Software - Application,FIG,-43.23,0.28,0.42,0.16,0.0,0.0,1,1,2,31,32,-3.729999999999997
