Rank,Industry,Ticker,Relative Strength,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,Diff
240,Auto Manufacturers,TM,6.89,0.49,0.74,0.64,0.51,0.57,43,48,25,31,28,-2.95
241,Copper,SCCO,6.86,0.53,0.51,0.4,0.63,0.34,43,32,23,35,20,3.0500000000000003
242,Telecom Services,TU,6.86,0.63,0.73,0.35,0.81,0.64,43,45,42,49,32,-1.5200000000000005
243,Utilities - Regulated Electric,EXC,6.71,0.37,0.41,0.68,0.44,0.57,42,47,50,56,80,-2.750000000000001
244,Insurance - Property & Casualty,TRV,6.65,0.64,0.62,0.63,0.5,0.71,42,41,45,65,66,-0.5899999999999999
245,Internet Retail,MELI,6.57,0.53,0.59,0.51,0.49,0.42,42,45,71,91,68,-2.17
246,Oil & Gas Integrated,XOM,6.49,0.96,0.87,0.33,0.22,0.52,42,33,25,15,30,2.62
247,Utilities - Regulated Electric,D,6.38,0.37,0.41,0.78,0.59,0.51,41,46,54,42,51,-2.4699999999999998
248,Auto Manufacturers,RACE,6.17,0.81,0.68,0.31,0.38,0.21,41,25,20,54,39,5.09
249,Other Industrial Metals & Mining,RIO,6.05,0.52,0.67,0.56,0.23,0.55,41,39,24,21,44,0.20999999999999996
250,Restaurants,MCD,6.03,0.87,0.58,0.57,0.42,0.65,41,34,36,49,74,1.62
251,Personal Services,ROL,5.92,0.39,0.35,0.73,0.63,0.61,40,42,60,71,58,-1.87
252,Utilities - Diversified,SRE,5.88,0.54,0.48,0.86,0.48,0.23,40,35,40,32,10,1.4299999999999997
253,Oil & Gas Integrated,TTE,5.8,0.56,0.58,0.32,0.5,0.5,40,36,27,23,36,1.0
254,Oil & Gas E&P,EOG,5.54,0.8,0.79,0.45,0.35,0.43,40,27,28,13,45,3.32
255,Drug Manufacturers - Specialty & Generic,TAK,5.51,0.62,0.61,0.4,0.84,0.89,40,36,27,51,63,0.4299999999999997
256,Utilities - Regulated Electric,SO,5.49,0.42,0.41,0.7,0.57,0.73,39,43,51,40,75,-2.4799999999999995
257,Utilities - Regulated Electric,WEC,5.27,0.38,0.39,0.74,0.5,0.64,39,42,56,59,84,-2.33
258,Household & Personal Products,UL,5.16,0.68,0.61,0.49,0.67,0.9,39,35,24,53,49,0.5800000000000001
259,Telecom Services,VZ,5.12,0.56,0.67,0.69,0.48,0.8,39,40,41,40,76,-1.87
260,Footwear & Accessories,NKE,5.05,0.49,0.67,0.59,0.52,0.67,38,49,55,3,18,-5.28
261,Medical Devices,ABT,4.98,0.52,0.48,0.47,0.52,0.68,38,38,43,64,85,-0.7299999999999995
262,Software - Application,ZM,4.97,0.75,0.69,0.37,0.38,0.21,38,34,18,64,53,0.6799999999999997
263,Oil & Gas Midstream,WMB,4.85,0.47,0.46,0.6,0.62,0.38,38,37,60,86,84,-0.41999999999999993
264,Oil & Gas Midstream,EPD,4.72,0.62,0.58,0.51,0.35,0.5,37,35,44,40,77,0.21999999999999975
265,Banks - Regional,HDB,4.62,0.27,0.29,0.56,0.67,0.43,37,47,64,87,23,-4.29
266,Consumer Electronics,AAPL,4.49,0.5,0.66,0.35,0.31,0.4,37,39,15,12,74,-1.6600000000000001
267,Diagnostics & Research,IQV,4.39,0.47,0.65,0.68,0.61,0.48,37,42,20,1,9,-3.3500000000000005
268,Oil & Gas E&P,COP,4.39,0.75,0.75,0.51,0.27,0.4,37,28,21,8,8,2.0599999999999996
269,Apparel Retail,ROST,4.35,0.57,0.64,0.78,0.35,0.43,36,38,25,32,15,-1.4100000000000001
270,Beverages - Non-Alcoholic,CCEP,4.31,0.26,0.32,0.67,0.78,0.38,36,38,73,75,64,-1.4300000000000006
271,Insurance Brokers,WTW,4.24,0.43,0.57,0.64,0.46,0.65,36,40,39,36,72,-2.1399999999999997
272,Farm & Heavy Construction Machinery,DE,4.23,0.36,0.43,0.53,0.46,0.57,35,44,67,75,89,-4.139999999999999
273,Utilities - Regulated Electric,NGG,4.1,0.39,0.48,0.58,0.67,0.51,35,50,55,78,31,-6.48
274,Software - Application,STRC,4.0,0.53,0.48,0.86,0.0,0.0,35,30,28,33,33,1.02
275,Financial Data & Stock Exchanges,ICE,3.9,0.31,0.27,0.76,0.63,0.61,35,37,61,67,75,-1.6199999999999997
276,Residential Construction,LEN,3.89,0.65,0.72,0.69,0.5,0.52,35,35,11,2,3,-0.69
277,Oil & Gas E&P,CNQ,3.73,0.72,0.59,0.45,0.51,0.36,34,23,30,32,8,3.54
278,Semiconductors,TXN,3.67,0.67,0.84,0.17,0.54,0.58,34,44,32,30,36,-4.470000000000001
279,Oil & Gas Integrated,EQNR,3.58,0.56,0.48,0.45,0.61,0.51,34,30,49,38,23,0.8399999999999999
280,Semiconductors,QCOM,3.49,0.61,0.76,0.4,0.41,0.38,34,34,17,10,20,-0.7699999999999996
281,Medical Devices,SYK,3.33,0.64,0.69,0.42,0.38,0.45,33,35,34,44,47,-1.1600000000000001
282,Oil & Gas Midstream,ET,3.31,0.67,0.62,0.55,0.43,0.21,33,29,49,55,61,0.6200000000000001
283,Banks - Regional,IBN,3.29,0.34,0.4,0.5,0.47,0.32,33,33,41,78,27,-0.7999999999999998
284,REIT - Retail,O,3.11,0.52,0.61,0.58,0.57,0.76,33,36,33,30,57,-1.6400000000000001
285,Beverages - Non-Alcoholic,PEP,3.07,0.59,0.6,0.58,0.48,0.73,32,25,16,4,20,1.8599999999999999
286,Scientific & Technical Instruments,KEYS,3.01,0.45,0.55,0.5,0.37,0.18,32,31,46,46,34,-0.25
287,Specialty Industrial Machinery,AME,2.91,0.5,0.6,0.65,0.42,0.51,32,30,48,30,41,0.0900000000000003
288,Aerospace & Defense,TDG,2.89,0.45,0.42,0.6,0.62,0.55,32,32,65,61,57,-0.75
289,Information Technology Services,IBM,2.69,0.6,0.46,0.19,0.5,0.5,31,38,54,85,92,-2.86
290,Diagnostics & Research,MTD,2.68,0.46,0.6,0.61,0.54,0.54,31,32,23,9,25,-0.8299999999999996
291,Oil & Gas E&P,OXY,2.67,0.81,0.74,0.51,0.39,0.47,31,23,15,5,11,2.7399999999999998
292,Insurance - Diversified,BRK-A,2.64,0.85,0.87,0.41,0.31,0.59,31,26,19,45,69,0.9700000000000002
293,Insurance - Diversified,BRK-B,2.63,0.85,0.88,0.38,0.31,0.6,30,26,18,46,70,1.0999999999999999
294,Diagnostics & Research,TMO,2.46,0.57,0.69,0.68,0.45,0.5,30,28,12,1,19,0.10999999999999988
295,Restaurants,YUM,2.36,0.6,0.57,0.54,0.35,0.8,30,31,44,27,81,-0.7600000000000002
296,Oil & Gas Integrated,PBR-A,2.32,0.53,0.35,0.56,0.31,0.26,30,20,46,12,22,4.2299999999999995
297,Specialty Chemicals,LIN,2.27,0.51,0.71,0.57,0.67,0.6,30,37,31,41,45,-2.8800000000000003
298,Railroads,WAB,2.03,0.5,0.65,0.2,0.5,0.38,29,33,26,70,48,-1.87
299,Specialty Chemicals,DD,2.01,0.71,0.8,0.39,0.48,0.33,29,31,19,6,32,-1.27
300,Insurance - Life,MFC,1.93,0.54,0.54,0.57,0.58,0.49,29,24,45,67,56,1.56
301,Utilities - Regulated Water,AWK,1.89,0.48,0.54,0.64,0.49,0.83,29,37,41,36,70,-3.58
302,Oil & Gas Integrated,PBR,1.78,0.55,0.32,0.57,0.27,0.26,28,20,48,11,25,3.73
303,Drug Manufacturers - General,GSK,1.77,0.61,0.8,0.49,0.77,0.83,28,39,29,48,49,-4.390000000000001
304,Insurance - Diversified,AIG,1.69,0.66,0.82,0.35,0.61,0.73,28,36,27,59,63,-3.1599999999999997
305,Insurance - Property & Casualty,ALL,1.64,0.45,0.48,0.62,0.52,0.67,28,32,43,56,68,-2.0600000000000005
306,Asset Management,APO,1.52,0.22,0.36,0.45,0.18,0.16,27,25,35,37,41,0.67
307,Lodging,MAR,1.49,0.5,0.61,0.31,0.36,0.29,27,33,33,42,46,-2.4400000000000004
308,Farm & Heavy Construction Machinery,PCAR,1.46,0.51,0.66,0.54,0.37,0.59,27,30,26,10,46,-1.48
309,Banks - Regional,FCNCA,1.46,0.63,0.75,0.23,0.27,0.22,27,29,16,19,30,-0.9199999999999999
310,Insurance - Life,MET,1.24,0.73,0.81,0.45,0.4,0.52,26,29,16,34,59,-1.28
311,REIT - Retail,REG,0.73,0.53,0.5,0.66,0.42,0.57,26,25,31,39,65,-0.48
312,Beverages - Non-Alcoholic,KO,0.7,0.38,0.38,0.48,0.44,0.63,26,24,31,48,74,0.18999999999999995
313,Waste Management,RSG,0.7,0.49,0.48,0.34,0.69,0.55,26,27,37,77,80,-1.39
314,Computer Hardware,HPQ,0.48,0.71,0.64,0.55,0.2,0.3,25,9,4,2,14,9.31
315,Conglomerates,HON,0.38,0.54,0.66,0.31,0.62,0.73,25,29,38,52,38,-2.0700000000000003
316,Specialty Chemicals,APD,0.38,0.55,0.58,0.51,0.52,0.5,25,28,23,16,71,-1.88
317,Specialty Business Services,TRI,0.38,0.68,0.39,0.35,0.65,0.61,25,21,67,68,57,1.56
318,Utilities - Regulated Electric,NEE,-0.1,0.57,0.58,0.32,0.43,0.69,25,31,24,20,45,-3.5700000000000003
319,Specialty Chemicals,SHW,-0.52,0.53,0.66,0.62,0.47,0.56,24,26,20,35,44,-2.31
320,Waste Management,WM,-0.72,0.37,0.38,0.58,0.75,0.54,24,23,36,58,59,-0.9299999999999999
321,Utilities - Regulated Electric,PEG,-0.77,0.22,0.31,0.87,0.55,0.34,24,28,54,35,37,-3.03
322,Insurance - Life,AFL,-0.83,0.61,0.75,0.42,0.37,0.66,24,27,14,31,70,-2.9
323,Insurance Brokers,AON,-0.87,0.61,0.54,0.57,0.62,0.69,23,22,27,43,82,-0.6
324,REIT - Specialty,CCI,-1.09,0.36,0.28,0.6,0.47,0.79,23,25,40,34,19,-2.06
325,Railroads,CSX,-1.41,0.21,0.3,0.69,0.58,0.26,23,23,57,22,13,-1.5299999999999998
326,Beverages - Brewers,BUD,-1.43,0.5,0.61,0.27,0.72,0.97,23,26,22,77,61,-2.69
327,REIT - Specialty,DLR,-1.45,0.37,0.46,0.54,0.71,0.3,22,30,40,69,17,-4.55
328,Oil & Gas Midstream,TRGP,-1.51,0.47,0.46,0.44,0.46,0.28,22,21,32,44,91,0.11999999999999988
329,Insurance - Diversified,SLF,-2.04,0.51,0.3,0.44,0.8,0.57,22,22,53,80,38,-0.99
330,Drug Manufacturers - General,SNY,-2.1,0.64,0.72,0.5,0.43,0.74,22,20,14,19,82,0.0
331,Semiconductor Equipment & Materials,ASML,-2.1,0.44,0.73,0.23,0.45,0.45,22,34,18,22,11,-6.300000000000001
332,Beverages - Wineries & Distilleries,DEO,-2.3,0.47,0.6,0.41,0.27,0.69,21,20,4,9,13,-0.1299999999999999
333,Semiconductors,MCHP,-2.34,0.48,0.52,0.33,0.62,0.6,21,41,63,18,5,-9.74
334,Drug Manufacturers - General,AMGN,-2.43,0.56,0.58,0.59,0.76,0.82,21,21,31,17,72,-0.8000000000000003
335,Railroads,CP,-2.95,0.55,0.55,0.25,0.54,0.5,20,18,21,47,26,0.029999999999999805
336,Internet Retail,JD,-3.0,0.45,0.42,0.47,0.42,0.52,20,16,16,28,96,1.7599999999999998
337,Utilities - Regulated Electric,ED,-3.09,0.27,0.31,0.74,0.51,0.75,20,24,34,43,65,-3.9
338,Travel Services,ABNB,-3.22,0.65,0.71,0.39,0.51,0.16,20,24,26,41,25,-3.66
339,Financial Data & Stock Exchanges,MSCI,-3.37,0.53,0.69,0.54,0.4,0.43,20,22,30,38,32,-3.1100000000000003
340,Oil & Gas E&P,FANG,-3.45,0.79,0.64,0.67,0.41,0.31,19,13,15,7,3,2.74
341,Asset Management,OWL,-3.48,0.2,0.48,0.55,0.45,0.22,19,17,22,39,43,0.77
342,Industrial Distribution,GWW,-3.71,0.74,0.76,0.25,0.5,0.42,19,17,9,55,29,0.4800000000000004
343,Insurance - Property & Casualty,CB,-3.76,0.63,0.57,0.37,0.49,0.76,19,18,17,44,50,0.06000000000000005
344,Waste Management,WCN,-4.02,0.34,0.35,0.58,0.53,0.49,18,18,25,47,48,-0.6999999999999997
345,REIT - Specialty,AMT,-4.28,0.43,0.39,0.43,0.61,0.78,18,19,26,42,44,-1.9100000000000001
346,Drug Manufacturers - General,MRK,-4.34,0.68,0.65,0.45,0.63,0.84,18,16,5,1,7,-0.07000000000000028
347,Software - Application,NOW,-4.39,0.65,0.54,0.42,0.4,0.21,18,11,21,82,28,3.1400000000000006
348,Railroads,UNP,-4.52,0.58,0.47,0.4,0.3,0.52,17,15,20,15,50,0.4900000000000002
349,Specialty Chemicals,PPG,-4.55,0.52,0.69,0.27,0.43,0.46,17,19,11,14,13,-1.8299999999999996
350,Restaurants,SBUX,-4.57,0.41,0.42,0.44,0.51,0.36,17,13,36,13,78,1.6799999999999997
351,Semiconductor Equipment & Materials,AMAT,-5.14,0.19,0.31,0.29,0.35,0.37,17,21,42,17,4,-3.4799999999999995
352,Diagnostics & Research,DHR,-5.15,0.47,0.58,0.55,0.52,0.6,16,17,7,4,8,-1.1000000000000005
353,Discount Stores,COST,-5.33,0.27,0.38,0.43,0.5,0.27,16,19,28,58,62,-2.83
354,Oil & Gas Equipment & Services,SLB,-5.5,0.72,0.77,0.36,0.28,0.48,16,13,6,4,22,0.8099999999999996
355,Medical Instruments & Supplies,BDX,-5.54,0.39,0.63,0.51,0.47,0.59,16,19,6,2,36,-2.98
356,Credit Services,PYPL,-5.71,0.55,0.56,0.36,0.55,0.3,15,14,13,35,26,-0.07000000000000028
357,Drug Manufacturers - Specialty & Generic,HLN,-5.71,0.63,0.65,0.43,0.65,0.66,15,16,17,68,73,-0.8899999999999997
358,Confectioners,MDLZ,-6.3,0.53,0.46,0.38,0.62,0.77,15,14,20,27,37,-0.14999999999999947
359,Telecom Services,CMCSA,-6.3,0.71,0.72,0.34,0.35,0.68,15,12,10,11,17,1.08
360,Household & Personal Products,KMB,-6.46,0.32,0.28,0.66,0.45,0.8,15,12,28,22,63,0.020000000000000462
361,Software - Application,PAYX,-6.57,0.53,0.46,0.5,0.68,0.65,14,17,25,70,81,-2.49
362,Household & Personal Products,KVUE,-6.61,0.35,0.4,0.6,0.26,0.71,14,9,33,29,70,2.259999999999999
363,Insurance Brokers,AJG,-6.62,0.68,0.64,0.3,0.41,0.53,14,13,12,58,78,-0.3899999999999997
364,Healthcare Plans,CI,-6.66,0.76,0.82,0.29,0.54,0.76,14,15,5,17,23,-1.0600000000000005
365,Insurance - Diversified,ACGL,-6.84,0.64,0.6,0.51,0.54,0.64,13,15,14,25,20,-1.71
366,Drug Manufacturers - General,BMY,-7.17,0.58,0.7,0.46,0.67,0.87,13,14,9,15,85,-1.54
367,Medical Devices,DXCM,-7.36,0.29,0.5,0.28,0.5,0.25,13,15,22,45,9,-2.4700000000000006
368,REIT - Industrial,PSA,-7.99,0.59,0.6,0.47,0.45,0.67,13,12,14,24,44,-1.4400000000000004
369,Specialty Business Services,RELX,-8.14,0.28,0.36,0.4,0.48,0.32,12,20,36,70,48,-6.0600000000000005
370,Software - Application,ROP,-8.26,0.5,0.45,0.51,0.45,0.6,12,15,19,34,51,-2.7299999999999995
371,Restaurants,QSR,-8.28,0.36,0.35,0.6,0.59,0.71,12,11,38,45,28,-0.8099999999999996
372,Medical Devices,GEHC,-8.4,0.37,0.64,0.39,0.43,0.26,12,14,9,6,43,-2.2200000000000006
373,Railroads,CNI,-8.59,0.63,0.73,0.17,0.28,0.49,11,10,11,24,10,-0.2699999999999996
374,Building Products & Equipment,CARR,-8.67,0.43,0.54,0.31,0.42,0.57,11,18,19,50,35,-4.68
375,Software - Application,CRM,-8.86,0.73,0.6,0.42,0.26,0.17,11,6,7,28,24,2.91
376,Insurance - Property & Casualty,PGR,-9.51,0.54,0.49,0.49,0.49,0.69,11,11,18,61,86,-1.75
377,REIT - Industrial,EXR,-9.65,0.63,0.59,0.37,0.52,0.54,10,8,10,19,39,-0.4800000000000004
378,Household & Personal Products,CL,-9.72,0.47,0.49,0.28,0.53,0.79,10,7,10,16,42,-0.02000000000000135
379,Information Technology Services,CTSH,-9.92,0.67,0.69,0.36,0.38,0.13,10,9,12,42,67,-0.8200000000000003
380,Software - Application,WDAY,-9.98,0.66,0.59,0.5,0.3,0.47,10,8,12,38,33,-0.41999999999999993
381,Packaged Foods,KHC,-10.06,0.42,0.53,0.47,0.44,0.78,10,16,7,5,30,-5.290000000000001
382,Integrated Freight & Logistics,FDX,-10.13,0.43,0.58,0.37,0.29,0.36,9,11,7,5,21,-2.460000000000001
383,Biotechnology,REGN,-10.16,0.6,0.61,0.63,0.27,0.63,9,3,2,1,3,8.440000000000001
384,Specialty Business Services,CPRT,-10.34,0.62,0.72,0.48,0.08,0.1,9,7,3,14,21,0.2400000000000002
385,Specialty Industrial Machinery,IR,-10.62,0.49,0.62,0.36,0.44,0.49,9,10,10,14,14,-2.619999999999999
386,Specialty Industrial Machinery,OTIS,-10.74,0.42,0.53,0.23,0.37,0.75,8,10,8,20,56,-2.460000000000001
387,Semiconductors,MRVL,-10.94,0.3,0.47,0.58,0.5,0.23,8,27,39,11,6,-13.03
388,Consulting Services,VRSK,-11.13,0.58,0.55,0.16,0.78,0.57,8,9,15,66,69,-2.3500000000000014
389,Insurance Brokers,MMC,-11.19,0.53,0.58,0.26,0.53,0.64,8,8,8,36,59,-1.7299999999999986
390,Drug Manufacturers - Specialty & Generic,ZTS,-11.46,0.57,0.69,0.49,0.72,0.72,7,10,9,23,21,-2.780000000000001
391,Consulting Services,EFX,-11.52,0.45,0.54,0.38,0.42,0.57,7,12,10,40,24,-5.109999999999999
392,REIT - Specialty,IRM,-12.11,0.42,0.5,0.41,0.57,0.25,7,8,11,57,10,-2.83
393,Auto Manufacturers,STLA,-12.17,0.45,0.56,0.41,0.33,0.36,7,5,3,3,2,1.9399999999999995
394,Medical Instruments & Supplies,ALC,-12.43,0.34,0.41,0.57,0.47,0.59,6,10,13,19,47,-4.01
395,Medical Instruments & Supplies,ISRG,-12.51,0.42,0.51,0.3,0.48,0.25,6,6,13,67,67,0.0
396,Beverages - Non-Alcoholic,KDP,-12.52,0.17,0.27,0.55,0.36,0.63,6,6,24,23,41,-1.7300000000000004
397,Information Technology Services,FIS,-12.65,0.34,0.49,0.51,0.58,0.62,6,7,23,50,15,-2.9700000000000006
398,REIT - Specialty,EQIX,-12.87,0.44,0.59,0.57,0.78,0.25,5,7,8,54,30,-3.1799999999999997
399,Utilities - Regulated Electric,PCG,-13.9,0.48,0.5,0.93,0.25,0.63,5,5,5,10,6,1.549999999999999
400,Biotechnology,VRTX,-14.06,0.63,0.6,0.55,0.59,0.74,5,5,17,15,55,1.3499999999999996
401,Information Technology Services,INFY,-15.17,0.67,0.84,0.22,0.35,0.21,5,5,4,13,26,-1.8100000000000005
402,Oil & Gas Midstream,OKE,-16.3,0.53,0.48,0.53,0.31,0.3,5,5,15,14,35,-0.9700000000000006
403,Packaged Foods,GIS,-16.96,0.52,0.39,0.42,0.51,0.69,4,4,3,5,27,-0.7800000000000011
404,Discount Stores,TGT,-17.67,0.26,0.36,0.44,0.42,0.29,4,6,5,1,4,-4.740000000000002
405,Software - Application,FICO,-19.0,0.77,0.67,0.25,0.3,0.54,4,2,1,35,57,3.16
406,Software - Infrastructure,FTNT,-19.11,0.46,0.56,0.31,0.53,0.25,4,4,61,86,92,-1.9600000000000009
407,Software - Application,TEAM,-20.84,0.65,0.51,0.48,0.48,0.15,3,3,6,52,79,-0.9199999999999982
408,Healthcare Plans,ELV,-21.39,0.81,0.76,0.3,0.47,0.62,3,1,1,7,11,2.849999999999998
409,Beverages - Brewers,STZ,-21.79,0.24,0.26,0.57,0.25,0.78,3,4,5,3,2,-3.5799999999999983
410,Integrated Freight & Logistics,UPS,-22.0,0.48,0.64,0.23,0.44,0.72,3,3,2,3,17,-2.120000000000001
411,Information Technology Services,ACN,-22.44,0.73,0.72,0.34,0.39,0.11,2,2,2,21,35,0.379999999999999
412,Restaurants,CMG,-22.48,0.41,0.5,0.15,0.54,0.28,2,3,3,21,8,-2.289999999999999
413,Oil & Gas Midstream,VG,-22.88,0.58,0.45,0.3,0.78,0.25,2,4,48,22,1,-7.27
414,Software - Application,HUBS,-22.94,0.68,0.53,0.4,0.26,0.12,2,2,4,28,38,-0.0400000000000027
415,Healthcare Plans,UNH,-24.6,0.78,0.82,0.24,0.62,0.4,1,1,1,1,14,0.23999999999999844
416,Software - Application,ADBE,-25.39,0.55,0.63,0.25,0.58,0.4,1,2,2,7,8,-2.830000000000002
417,Information Technology Services,FI,-25.81,0.67,0.71,0.19,0.61,0.36,1,1,1,8,88,-1.009999999999998
418,Telecom Services,CHTR,-29.97,0.51,0.6,0.12,0.29,0.66,1,1,1,63,76,-1.1699999999999982
419,Advertising Agencies,TTD,-35.92,0.53,0.14,0.71,0.32,0.15,1,1,61,6,1,2.979999999999997
420,Drug Manufacturers - General,NVO,-35.97,0.78,0.76,0.25,0.67,0.68,1,1,1,1,1,-0.7199999999999989
421,Apparel Retail,LULU,-36.5,0.57,0.63,0.28,0.58,0.34,1,1,1,47,49,-1.8800000000000026
