Rank,Industry,Ticker,Relative Strength,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,Diff
574,Medical Care Facilities,GRDN,34.19,0.83,0.93,0.18,0.49,0.73,81,82,72,25,80,-4.140000000000001
575,Electrical Equipment & Parts,ENS,34.18,0.75,0.57,0.73,0.55,0.74,81,77,73,26,40,4.309999999999999
576,Diagnostics & Research,NTRA,34.08,0.79,0.75,0.34,0.24,0.61,81,81,54,36,87,-3.520000000000003
577,Oil & Gas Midstream,FRO,34.07,0.62,0.54,0.48,0.53,0.65,81,79,83,51,29,0.75
578,Specialty Industrial Machinery,SXI,33.96,0.68,0.74,0.53,0.73,0.68,81,87,72,56,26,-15.39
579,Capital Markets,IBKR,33.91,0.48,0.48,0.72,0.64,0.6,81,83,88,94,82,-5.480000000000004
580,Banks - Regional,BSAC,33.8,0.88,0.7,0.5,0.4,0.77,81,77,72,67,89,3.0299999999999976
581,Software - Application,RDVT,33.58,0.5,0.63,0.8,0.23,0.73,81,86,82,85,95,-12.29
582,Software - Infrastructure,CRWD,33.54,0.68,0.61,0.76,0.3,0.74,81,79,78,86,94,-0.14999999999999858
583,Banks - Regional,NWG,33.4,0.72,0.6,0.46,0.56,0.77,81,79,77,85,94,0.22999999999999687
584,Apparel Manufacturing,GOOS,33.39,0.65,0.38,0.4,0.3,0.67,81,73,80,74,15,7.699999999999999
585,Software - Application,DOMO,33.3,0.58,0.34,0.39,0.78,0.43,81,83,91,98,37,-7.400000000000006
586,Credit Services,EZPW,33.27,0.46,0.45,0.64,0.47,0.5,81,82,83,64,93,-5.169999999999995
587,Oil & Gas Equipment & Services,INVX,33.26,0.84,0.6,0.74,0.46,0.58,81,72,71,45,49,8.919999999999998
588,Communication Equipment,ERIC,33.15,0.8,0.68,0.7,0.31,0.77,80,72,50,28,88,9.02
589,Specialty Industrial Machinery,GEV,33.02,0.41,0.45,0.39,0.75,0.84,80,86,92,98,97,-12.889999999999993
590,Medical Care Facilities,HCA,33.0,0.86,0.59,0.82,0.36,0.57,80,76,70,50,61,4.899999999999999
591,Gold,AGI,32.98,0.44,0.41,0.64,0.38,0.27,80,79,88,75,91,0.22999999999999687
592,Oil & Gas Refining & Marketing,VLO,32.95,0.64,0.6,0.67,0.29,0.68,80,77,76,55,24,3.580000000000002
593,Engineering & Construction,PWR,32.93,0.67,0.55,0.68,0.55,0.77,80,78,78,86,78,0.6700000000000017
594,Biotechnology,GMAB,32.82,0.25,0.23,0.75,0.53,0.89,80,81,88,35,38,-4.100000000000001
595,Banks - Diversified,ING,32.75,0.7,0.29,0.73,0.52,0.9,80,73,84,85,91,7.579999999999998
596,Medical Devices,ESTA,32.61,0.86,0.84,0.6,0.28,0.63,80,78,23,68,28,0.509999999999998
597,Auto Parts,SMP,32.58,0.57,0.56,0.5,0.32,0.9,80,85,82,57,29,-11.100000000000001
598,Biotechnology,IMVT,32.57,0.87,0.69,0.46,0.25,0.59,80,33,10,6,4,32.97
599,Biotechnology,PHAR,32.51,0.41,0.37,0.55,0.59,0.79,80,86,91,83,64,-15.200000000000003
600,Steel,NWPX,32.51,0.86,0.69,0.48,0.4,0.34,80,72,69,38,37,7.949999999999999
601,Consulting Services,HURN,32.33,0.75,0.55,0.68,0.22,0.57,80,69,61,37,91,11.149999999999999
602,Software - Application,PRO,32.25,0.59,0.63,0.88,0.44,0.5,80,75,74,7,7,4.370000000000001
603,Asset Management,SPPP,32.23,0.49,0.51,0.71,0.44,0.59,80,78,79,81,43,0.769999999999996
604,Electronic Components,JBL,32.21,0.76,0.59,0.5,0.48,0.78,80,75,81,95,80,4.960000000000001
605,Asset Management,CEF,32.16,0.46,0.5,0.83,0.47,0.48,80,80,82,74,82,-2.490000000000002
606,Real Estate Services,CWK,32.13,0.71,0.7,0.36,0.56,0.8,80,85,80,46,20,-12.329999999999998
607,Software - Application,AGYS,31.96,0.7,0.76,0.3,0.51,0.76,80,66,27,86,21,13.54
608,Auto Parts,MOD,31.91,0.56,0.55,0.51,0.87,0.71,80,89,84,86,28,-23.970000000000002
609,Software - Application,OTEX,31.9,0.42,0.62,0.6,0.52,0.6,80,80,77,41,24,-3.230000000000004
610,Semiconductor Equipment & Materials,AMAT,31.9,0.69,0.53,0.92,0.28,0.63,80,77,73,51,22,0.9599999999999973
611,Information Technology Services,GDS,31.79,0.57,0.37,0.55,0.47,0.85,80,79,88,96,98,-1.740000000000002
612,Lodging,ATAT,31.58,0.7,0.77,0.3,0.3,0.68,80,83,74,92,79,-8.480000000000004
613,Apparel Retail,GES,31.53,0.73,0.58,0.61,0.47,0.65,80,76,76,25,11,3.1300000000000026
614,Oil & Gas Drilling,HP,31.52,0.88,0.65,0.65,0.44,0.59,80,66,49,1,3,13.02
615,Banks - Diversified,HSBC,31.47,0.8,0.29,0.65,0.44,0.75,80,73,82,83,89,6.68
616,Packaged Foods,SENEA,31.3,0.45,0.58,0.45,0.52,0.7,80,83,77,91,93,-8.900000000000002
617,Marine Shipping,GSL,31.27,0.87,0.35,0.39,0.56,0.8,80,70,77,85,56,9.27
618,Biotechnology,ASND,31.25,0.39,0.36,0.6,0.49,0.74,79,81,79,79,91,-6.420000000000002
619,Asset Management,IVZ,31.23,0.62,0.37,0.6,0.73,0.73,79,77,84,86,26,0.3200000000000003
620,Education & Training Services,PRDO,31.13,0.55,0.59,0.74,0.59,0.78,79,84,83,67,91,-12.290000000000003
621,Financial Conglomerates,TREE,31.03,0.66,0.56,0.33,0.75,0.53,79,74,87,56,32,4.310000000000002
622,Oil & Gas Midstream,INSW,30.98,0.75,0.58,0.46,0.56,0.58,79,76,73,53,20,2.0
623,Telecom Services,RCI,30.95,0.76,0.85,0.39,0.55,0.61,79,75,62,73,17,3.0599999999999987
624,Electronic Gaming & Multimedia,NTES,30.94,0.38,0.44,0.5,0.45,0.81,79,83,85,87,83,-9.069999999999997
625,Medical Distribution,MCK,30.93,0.77,0.8,0.63,0.38,0.63,79,74,72,70,88,4.169999999999998
626,Auto Parts,BWA,30.83,0.72,0.47,0.49,0.61,0.78,79,80,81,76,32,-3.9200000000000017
627,Oil & Gas Midstream,STNG,30.76,0.77,0.64,0.41,0.57,0.67,79,80,74,35,9,-3.859999999999996
628,Utilities - Regulated Water,CWCO,30.74,0.52,0.66,0.54,0.18,0.4,79,79,75,72,30,-3.4700000000000024
629,Leisure,JOUT,30.73,0.54,0.6,0.55,0.79,0.65,79,85,81,80,12,-14.809999999999999
630,Packaging & Containers,MYE,30.65,0.72,0.59,0.69,0.45,0.78,79,82,78,82,23,-7.829999999999998
631,Credit Services,FCFS,30.62,0.61,0.49,0.56,0.5,0.8,79,77,75,68,86,1.1099999999999994
632,Oil & Gas Equipment & Services,VAL,30.59,0.79,0.6,0.43,0.41,0.67,79,73,61,41,7,5.0
633,Banks - Diversified,TD,30.49,0.7,0.49,0.8,0.38,0.87,79,76,77,83,80,1.8599999999999994
634,Metal Fabrication,MLI,30.47,0.8,0.6,0.55,0.42,0.55,79,75,76,64,68,2.9800000000000004
635,Specialty Industrial Machinery,CMI,30.23,0.63,0.4,0.64,0.63,0.64,79,73,78,71,39,4.41
636,Aerospace & Defense,RTX,30.2,0.81,0.63,0.8,0.68,0.53,79,78,77,84,74,-2.0199999999999996
637,Information Technology Services,IBM,30.19,0.76,0.63,0.77,0.15,0.59,79,76,65,67,84,1.4600000000000009
638,Rental & Leasing Services,AL,30.17,0.74,0.42,0.52,0.23,0.83,79,77,73,73,63,0.4700000000000024
639,Entertainment,FOXA,30.14,0.85,0.39,0.62,0.46,0.54,79,67,71,81,85,10.830000000000002
640,Banks - Regional,MVBF,30.07,0.5,0.51,0.74,0.33,0.84,79,80,75,73,34,-4.799999999999997
641,Marine Shipping,HSHP,30.06,0.45,0.45,0.52,0.53,0.75,79,82,84,76,36,-8.559999999999999
642,Engineering & Construction,EME,30.06,0.48,0.67,0.56,0.76,0.69,79,88,85,93,67,-22.01
643,Healthcare Plans,CVS,29.9,0.48,0.81,0.61,0.45,0.45,79,83,79,55,85,-11.0
644,Integrated Freight & Logistics,CYRX,29.87,0.47,0.58,0.5,0.46,0.53,79,88,77,56,8,-22.84
645,Telecom Services,VIV,29.86,0.75,0.56,0.57,0.58,0.84,79,78,80,86,76,-1.8599999999999994
646,Software - Infrastructure,PATH,29.81,0.43,0.59,0.62,0.21,0.71,79,79,45,19,24,-4.460000000000004
647,Oil & Gas Equipment & Services,XPRO,29.81,0.85,0.56,0.46,0.6,0.61,79,66,62,24,2,11.759999999999998
648,Aerospace & Defense,WWD,29.71,0.65,0.56,0.68,0.59,0.85,78,78,76,92,78,-1.7799999999999976
649,Oil & Gas Refining & Marketing,MPC,29.66,0.71,0.53,0.68,0.32,0.83,78,74,73,68,33,3.5599999999999987
650,Specialty Chemicals,SQM,29.58,0.71,0.57,0.57,0.44,0.45,78,67,62,34,25,9.95
651,Real Estate Services,NMRK,29.5,0.61,0.7,0.37,0.87,0.63,78,85,85,78,28,-14.29
652,Entertainment,ROKU,29.48,0.66,0.37,0.68,0.36,0.53,78,69,79,77,31,8.39
653,Banks - Regional,BAP,29.47,0.58,0.38,0.46,0.76,0.86,78,76,82,88,79,0.4499999999999993
654,Banks - Diversified,C,29.43,0.63,0.52,0.5,0.61,0.77,78,76,81,88,64,0.8099999999999987
655,Banks - Regional,MOFG,29.41,0.72,0.81,0.36,0.17,0.82,78,82,28,26,66,-9.779999999999998
656,Electronic Components,LYTS,29.36,0.64,0.6,0.62,0.55,0.47,78,81,82,57,33,-6.450000000000003
657,Communication Equipment,AVNW,29.33,0.79,0.66,0.27,0.25,0.65,78,71,51,45,17,6.489999999999998
658,Publishing,SCHL,29.31,0.56,0.55,0.55,0.64,0.84,78,79,78,72,18,-4.280000000000005
659,Auto & Truck Dealerships,KAR,29.28,0.5,0.38,0.37,0.34,0.57,78,78,81,87,63,-3.210000000000001
660,Farm & Heavy Construction Machinery,ASTE,29.21,0.61,0.5,0.53,0.39,0.69,78,80,80,61,81,-6.509999999999998
661,Capital Markets,TIGR,29.17,0.72,0.48,0.42,0.41,0.84,78,78,85,92,98,-2.669999999999998
662,Travel Services,EXPE,29.02,0.58,0.47,0.46,0.42,0.66,78,76,77,72,72,-0.08000000000000185
663,Auto Manufacturers,F,28.99,0.71,0.64,0.67,0.29,0.71,78,79,68,63,59,-5.300000000000001
664,Medical Devices,VREX,28.93,0.69,0.52,0.65,0.36,0.64,78,74,63,2,4,2.919999999999998
665,Engineering & Construction,ROAD,28.9,0.34,0.42,0.5,0.35,0.68,78,79,85,77,91,-5.090000000000003
666,Utilities - Renewable,CEG,28.83,0.54,0.57,0.65,0.6,0.73,78,83,82,90,67,-10.899999999999999
667,Diagnostics & Research,RDNT,28.82,0.63,0.62,0.65,0.44,0.5,78,84,78,25,27,-13.909999999999997
668,Apparel Manufacturing,RL,28.77,0.64,0.62,0.52,0.57,0.9,78,81,81,89,82,-8.45
669,Diagnostics & Research,SHC,28.7,0.69,0.61,0.51,0.42,0.84,78,78,76,11,34,-2.7300000000000004
670,Specialty Business Services,ULS,28.59,0.69,0.68,0.61,0.47,0.61,78,79,72,87,88,-4.620000000000001
671,Banks - Regional,ITUB,28.58,0.82,0.47,0.54,0.51,0.88,78,73,77,72,86,2.7699999999999996
672,Software - Infrastructure,NTCT,28.58,0.74,0.51,0.57,0.3,0.7,78,73,64,34,46,3.4599999999999973
673,Software - Application,FROG,28.57,0.55,0.56,0.34,0.59,0.68,78,82,83,80,52,-10.490000000000002
674,Auto Parts,APTV,28.56,0.55,0.46,0.7,0.37,0.9,78,79,78,52,29,-4.2500000000000036
675,Specialty Retail,BBW,28.54,0.26,0.33,0.27,0.42,0.49,78,79,86,91,72,-4.200000000000003
676,Semiconductor Equipment & Materials,VECO,28.4,0.6,0.42,0.93,0.49,0.56,78,77,83,10,6,-0.9299999999999997
677,Restaurants,PZZA,28.23,0.71,0.69,0.42,0.3,0.76,77,82,51,56,17,-9.620000000000001
678,Building Products & Equipment,JCI,28.23,0.72,0.58,0.54,0.51,0.78,77,77,73,88,88,-2.9400000000000013
679,Biotechnology,AXSM,28.21,0.67,0.64,0.43,0.32,0.91,77,76,70,50,87,-0.8599999999999994
680,Drug Manufacturers - General,GSK,28.2,0.68,0.48,0.71,0.46,0.8,77,67,74,48,68,9.54
681,Apparel Manufacturing,ZGN,28.2,0.76,0.53,0.65,0.32,0.85,77,71,61,23,22,4.849999999999998
682,Asset Management,PHYS,28.12,0.49,0.55,0.78,0.51,0.48,77,78,78,74,85,-3.7099999999999973
683,Software - Infrastructure,CCSI,28.11,0.62,0.49,0.56,0.35,0.69,77,75,72,18,63,0.3099999999999987
684,Software - Application,YALA,28.06,0.63,0.42,0.46,0.49,0.69,77,74,84,93,97,2.1499999999999986
685,Aerospace & Defense,AIR,28.04,0.66,0.57,0.68,0.47,0.65,77,77,78,77,26,-2.990000000000002
686,Biotechnology,TYRA,28.0,0.65,0.57,0.61,0.44,0.95,77,49,64,5,7,21.22
687,Banks - Regional,BWFG,27.92,0.58,0.57,0.43,0.54,0.9,77,80,81,85,88,-6.769999999999996
688,Drug Manufacturers - General,AMRN,27.88,0.37,0.54,0.83,0.37,0.66,77,90,85,86,29,-31.599999999999998
689,Biotechnology,IDYA,27.88,0.69,0.59,0.73,0.6,0.83,77,69,72,28,9,7.039999999999999
690,Capital Markets,GS,27.79,0.58,0.46,0.51,0.48,0.83,77,76,80,85,71,-0.33000000000000185
691,Biotechnology,SYRE,27.62,0.76,0.72,0.52,0.49,0.71,77,72,16,8,2,3.66
692,Beverages - Non-Alcoholic,AKO-B,27.61,0.85,0.72,0.3,0.51,0.74,77,63,56,69,95,11.45
693,Residential Construction,IBP,27.56,0.62,0.76,0.2,0.56,0.53,77,80,76,55,20,-7.290000000000003
694,Medical Devices,IRMD,27.54,0.63,0.65,0.38,0.8,0.57,77,84,75,84,66,-14.509999999999998
695,Biotechnology,ARGX,27.51,0.59,0.62,0.52,0.88,0.77,77,80,82,68,86,-7.899999999999995
696,Aerospace & Defense,DCO,27.49,0.51,0.57,0.56,0.54,0.71,77,83,83,92,39,-14.350000000000005
697,Apparel Retail,BOOT,27.45,0.66,0.76,0.17,0.5,0.71,77,77,54,88,30,-3.120000000000001
698,Auto Parts,ADNT,27.41,0.6,0.36,0.47,0.33,0.83,77,78,80,85,4,-5.010000000000002
699,Rental & Leasing Services,AER,27.35,0.71,0.39,0.46,0.25,0.81,77,66,68,64,81,8.990000000000002
700,Other Industrial Metals & Mining,VALE,27.35,0.81,0.53,0.66,0.46,0.54,77,71,62,48,42,4.510000000000002
701,Biotechnology,CRSP,27.31,0.31,0.46,0.75,0.49,0.44,77,84,88,85,20,-15.91
702,Banks - Regional,SHG,27.24,0.62,0.55,0.63,0.33,0.88,77,76,79,84,61,-1.6900000000000013
703,Capital Markets,MS,27.21,0.7,0.58,0.51,0.38,0.77,77,75,76,76,70,-0.5199999999999996
704,Biotechnology,INCY,27.2,0.73,0.63,0.52,0.65,0.72,77,77,78,68,38,-3.8000000000000007
705,Oil & Gas Midstream,TEN,27.16,0.76,0.63,0.54,0.5,0.61,77,74,68,55,21,1.3300000000000018
706,Electronic Components,KN,27.13,0.67,0.47,0.79,0.66,0.76,77,76,81,69,38,-1.9100000000000001
707,Communication Equipment,HPE,27.11,0.5,0.42,0.52,0.39,0.83,77,68,76,60,30,7.02
708,Electronic Components,OSIS,27.01,0.52,0.5,0.55,0.59,0.81,76,77,77,82,94,-3.7799999999999976
709,Oil & Gas Equipment & Services,WFRD,26.96,0.87,0.67,0.72,0.47,0.54,76,68,64,22,2,6.75
710,Oil & Gas Drilling,NBR,26.93,0.79,0.57,0.46,0.47,0.5,76,65,38,3,1,9.14
711,"Furnishings, Fixtures & Appliances",SGI,26.76,0.36,0.44,0.39,0.51,0.64,76,80,80,84,77,-8.609999999999996
712,Waste Management,MEG,26.72,0.44,0.53,0.35,0.34,0.73,76,82,86,47,3,-11.770000000000003
713,Medical Distribution,COR,26.71,0.82,0.9,0.57,0.37,0.62,76,72,70,67,85,2.6099999999999994
714,Education & Training Services,UTI,26.53,0.65,0.63,0.69,0.53,0.66,76,82,75,90,95,-11.54
715,Specialty Chemicals,CLMT,26.39,0.68,0.67,0.6,0.36,0.64,76,76,54,67,7,-2.669999999999998
716,Consumer Electronics,AAPL,26.36,0.84,0.57,0.82,0.33,0.58,76,69,61,26,44,5.629999999999999
717,Medical Devices,SNN,26.35,0.59,0.58,0.32,0.57,0.8,76,77,78,67,72,-2.9599999999999973
718,Resorts & Casinos,WYNN,26.27,0.5,0.51,0.61,0.38,0.79,76,78,85,84,41,-6.290000000000003
719,Biotechnology,MGTX,26.23,0.62,0.53,0.62,0.14,0.93,76,75,83,80,90,-0.629999999999999
720,Entertainment,FOX,26.2,0.87,0.34,0.64,0.44,0.54,76,61,68,78,85,11.36
721,Electronic Gaming & Multimedia,TTWO,26.18,0.51,0.47,0.63,0.12,0.56,76,75,77,79,92,-0.8500000000000014
722,"Furnishings, Fixtures & Appliances",SCS,26.17,0.4,0.43,0.55,0.42,0.49,76,89,87,22,25,-29.85
723,Banks - Diversified,BNS,26.11,0.71,0.45,0.53,0.61,0.97,76,72,74,71,69,1.6400000000000006
724,Mortgage Finance,PFSI,26.09,0.63,0.73,0.54,0.41,0.6,76,79,71,33,59,-8.52
725,Software - Application,PEGA,26.09,0.73,0.74,0.44,0.71,0.87,76,81,78,87,78,-10.05
726,Aerospace & Defense,PKE,26.09,0.44,0.49,0.64,0.61,0.57,76,77,86,88,42,-4.73
727,Packaging & Containers,TRS,26.08,0.5,0.74,0.38,0.77,0.76,76,85,86,90,49,-19.300000000000004
728,Oil & Gas Equipment & Services,NGS,26.06,0.74,0.54,0.66,0.32,0.54,76,71,69,70,23,2.599999999999998
729,Credit Services,RM,26.02,0.57,0.61,0.3,0.51,0.4,76,76,71,66,33,-3.1400000000000006
730,Specialty Industrial Machinery,FLS,25.94,0.86,0.54,0.28,0.55,0.76,76,37,32,55,29,25.14
731,Airlines,CPA,25.88,0.56,0.62,0.51,0.44,0.76,76,76,72,79,67,-2.460000000000001
732,Gold,WPM,25.85,0.41,0.35,0.62,0.52,0.45,76,76,89,88,91,-2.75
733,Aerospace & Defense,CDRE,25.84,0.75,0.85,0.71,0.42,0.42,76,75,57,33,21,-1.9400000000000013
734,Financial Data & Stock Exchanges,COIN,25.82,0.4,0.39,0.6,0.24,0.76,76,79,85,90,26,-8.030000000000001
735,Specialty Industrial Machinery,NPO,25.79,0.64,0.5,0.5,0.6,0.64,76,78,77,86,43,-6.730000000000004
736,Beverages - Non-Alcoholic,COCO,25.71,0.52,0.38,0.62,0.25,0.69,76,65,76,62,76,8.080000000000002
737,Industrial Distribution,FERG,25.67,0.65,0.65,0.5,0.53,0.65,76,74,67,78,28,-1.1599999999999966
738,Oil & Gas Midstream,CLCO,25.6,0.61,0.64,0.78,0.6,0.69,75,75,80,26,4,-1.8699999999999974
739,Banks - Regional,CCB,25.5,0.51,0.46,0.49,0.33,0.56,75,78,81,86,92,-6.18
740,Semiconductors,CRUS,25.48,0.78,0.53,0.72,0.45,0.85,75,73,66,30,42,-0.3299999999999983
741,Utilities - Renewable,BEP,25.47,0.69,0.61,0.66,0.52,0.69,75,68,53,70,61,5.779999999999998
742,Insurance - Property & Casualty,MCY,25.41,0.4,0.27,0.7,0.49,0.74,75,77,80,76,62,-4.59
743,Specialty Industrial Machinery,ROK,25.31,0.79,0.56,0.48,0.52,0.74,75,70,68,87,41,3.09
744,Electronic Components,DAKT,25.3,0.48,0.62,0.36,0.49,0.74,75,81,82,69,50,-12.370000000000001
745,Entertainment,TKO,25.3,0.52,0.28,0.46,0.3,0.79,75,71,79,79,92,2.7600000000000016
746,Aluminum,KALU,25.29,0.67,0.76,0.53,0.22,0.85,75,81,55,54,37,-11.550000000000004
747,Resorts & Casinos,LVS,25.26,0.74,0.63,0.5,0.63,0.82,75,74,68,83,25,-1.3199999999999967
748,Banks - Diversified,CM,25.25,0.64,0.54,0.56,0.46,0.93,75,73,75,80,83,-0.5199999999999996
749,Specialty Chemicals,NEU,25.23,0.33,0.22,0.47,0.35,0.79,75,76,84,83,86,-3.4400000000000013
750,Household & Personal Products,ELF,24.91,0.42,0.33,0.47,0.64,0.82,75,75,76,84,3,-2.469999999999999
751,Telecom Services,VOD,24.86,0.66,0.68,0.33,0.52,0.73,75,70,71,81,76,3.280000000000001
752,Biotechnology,XNCR,24.75,0.55,0.57,0.92,0.37,0.85,75,56,41,1,2,13.65
753,Specialty Retail,BWMX,24.74,0.68,0.63,0.39,0.82,0.28,75,67,83,82,12,5.609999999999999
754,Medical Instruments & Supplies,STAA,24.73,0.49,0.48,0.31,0.55,0.69,75,72,77,4,5,0.46999999999999886
755,Thermal Coal,NC,24.69,0.62,0.72,0.53,0.34,0.43,75,77,75,73,83,-6.129999999999999
756,Steel,STLD,24.68,0.68,0.63,0.63,0.34,0.74,75,70,61,26,66,2.9299999999999997
757,Gold,HMY,24.65,0.43,0.45,0.76,0.48,0.33,75,81,90,75,94,-11.670000000000002
758,Insurance - Property & Casualty,PRA,24.61,0.55,0.46,0.82,0.32,0.38,75,73,73,90,97,-0.9200000000000017
759,Education & Training Services,LOPE,24.61,0.49,0.53,0.71,0.43,0.69,75,80,78,51,86,-10.119999999999997
760,Medical Instruments & Supplies,NNNN,24.6,0.31,0.34,0.27,0.45,0.54,75,77,93,99,52,-6.349999999999998
761,Specialty Industrial Machinery,SERV,24.5,0.42,0.47,0.53,0.44,0.7,75,84,77,36,32,-18.020000000000003
762,Engineering & Construction,ACM,24.5,0.64,0.57,0.59,0.36,0.78,75,73,72,65,63,-0.5700000000000003
763,Footwear & Accessories,WWW,24.48,0.42,0.56,0.13,0.7,0.84,75,84,87,91,34,-17.74
764,Building Materials,CPAC,24.33,0.64,0.75,0.6,0.59,0.61,75,75,71,73,45,-3.330000000000002
765,Communication Equipment,ADTN,24.28,0.78,0.63,0.37,0.44,0.58,75,71,67,71,79,1.9200000000000017
766,Healthcare Plans,OSCR,24.2,0.47,0.38,0.46,0.41,0.61,75,79,69,21,14,-9.989999999999998
767,Software - Application,JAMF,24.13,0.82,0.53,0.47,0.33,0.57,75,29,14,1,8,26.07
768,Discount Stores,PSMT,24.01,0.64,0.52,0.56,0.57,0.73,74,73,75,73,80,-1.0799999999999983
769,Gold,FNV,23.97,0.37,0.26,0.75,0.56,0.48,74,75,89,68,89,-2.8800000000000026
770,Banks - Regional,NU,23.97,0.68,0.56,0.41,0.34,0.85,74,71,74,25,47,0.5199999999999996
771,Biotechnology,KRYS,23.94,0.58,0.56,0.86,0.61,0.51,74,63,60,22,47,8.100000000000001
772,Credit Services,AXP,23.88,0.78,0.66,0.49,0.25,0.71,74,71,58,60,58,0.8399999999999999
773,Biotechnology,CRNX,23.85,0.45,0.47,0.68,0.23,0.81,74,63,64,3,12,7.580000000000002
774,Communication Equipment,DGII,23.83,0.68,0.61,0.49,0.39,0.77,74,73,67,60,46,-1.4600000000000009
775,Travel Services,VIK,23.82,0.6,0.54,0.3,0.51,0.63,74,74,81,90,76,-2.710000000000001
776,Internet Retail,DASH,23.81,0.41,0.33,0.57,0.57,0.75,74,78,85,93,93,-8.629999999999999
777,Utilities - Regulated Gas,SR,23.68,0.73,0.82,0.81,0.43,0.59,74,74,64,61,81,-3.1000000000000014
778,Banks - Diversified,BK,23.68,0.62,0.54,0.55,0.72,0.69,74,72,79,86,81,-0.4400000000000013
779,Healthcare Plans,ALHC,23.67,0.47,0.58,0.57,0.46,0.22,74,80,76,49,97,-11.420000000000002
780,Biotechnology,REPL,23.64,0.83,0.79,0.32,0.4,0.91,74,83,1,3,42,-16.72
781,Banks - Regional,CMA,23.62,0.54,0.45,0.52,0.58,0.72,74,75,64,73,46,-3.91
782,Biotechnology,ACAD,23.57,0.73,0.54,0.3,0.68,0.56,74,72,69,92,24,-0.3200000000000003
783,Food Distribution,ANDE,23.53,0.75,0.74,0.48,0.3,0.5,74,68,30,11,21,3.5700000000000003
784,Rental & Leasing Services,CAR,23.45,0.38,0.64,0.54,0.29,0.81,74,82,88,96,69,-15.7
785,Credit Services,GDOT,23.37,0.42,0.54,0.45,0.34,0.8,74,79,73,61,27,-10.05
786,Software - Infrastructure,IMXI,23.35,0.69,0.71,0.1,0.25,0.62,74,67,39,1,5,4.670000000000002
787,Banks - Regional,LC,23.34,0.62,0.72,0.26,0.75,0.63,74,83,69,87,26,-18.2
788,Conglomerates,VMI,23.33,0.65,0.59,0.53,0.7,0.69,74,74,75,72,71,-2.8100000000000023
789,Apparel Manufacturing,KTB,23.27,0.63,0.55,0.45,0.14,0.67,74,74,58,7,24,-2.6999999999999993
790,Consumer Electronics,SONY,23.21,0.44,0.33,0.46,0.5,0.73,74,77,75,73,92,-7.050000000000001
791,Insurance - Property & Casualty,UFCS,23.2,0.49,0.51,0.34,0.32,0.73,74,73,63,62,89,-2.4299999999999997
792,Apparel Retail,BKE,23.18,0.61,0.39,0.33,0.6,0.62,74,77,79,84,29,-7.16
793,Banks - Diversified,BMO,23.17,0.43,0.39,0.64,0.4,0.86,74,74,80,80,73,-3.3599999999999994
794,Internet Content & Information,UPWK,23.16,0.45,0.35,0.59,0.31,0.61,74,66,81,16,58,4.600000000000001
795,Biotechnology,AKRO,23.09,0.6,0.9,0.56,0.34,0.88,74,76,73,85,94,-6.010000000000002
796,Oil & Gas Integrated,IMO,22.98,0.63,0.5,0.44,0.51,0.7,74,68,74,79,57,2.9800000000000004
797,Drug Manufacturers - Specialty & Generic,AMRX,22.95,0.51,0.5,0.57,0.27,0.79,74,76,75,38,67,-6.190000000000001
798,Internet Content & Information,WB,22.9,0.4,0.29,0.6,0.45,0.76,73,73,84,75,62,-2.59
799,Aerospace & Defense,LHX,22.89,0.53,0.42,0.74,0.76,0.44,73,70,79,83,54,1.4699999999999989
800,Engineering & Construction,APG,22.85,0.59,0.49,0.38,0.56,0.8,73,75,77,89,80,-4.559999999999999
801,Farm & Heavy Construction Machinery,BLBD,22.84,0.35,0.63,0.39,0.5,0.67,73,82,81,59,50,-15.209999999999997
802,Oil & Gas E&P,TBN,22.8,0.42,0.33,0.82,0.57,0.41,73,77,84,27,38,-6.859999999999999
803,Specialty Chemicals,ODC,22.8,0.2,0.48,0.3,0.33,0.53,73,80,78,92,85,-12.120000000000001
804,Software - Application,NATL,22.76,0.4,0.35,0.54,0.51,0.75,73,81,80,50,65,-13.129999999999999
805,Medical Devices,SSII,22.75,0.59,0.68,0.59,0.59,0.61,73,78,70,17,92,-8.48
806,Medical Care Facilities,ENSG,22.72,0.61,0.76,0.62,0.58,0.58,73,77,73,62,40,-7.200000000000003
807,Other Industrial Metals & Mining,RIO,22.47,0.8,0.64,0.71,0.49,0.64,73,65,60,39,48,4.93
808,Biotechnology,MESO,22.45,0.32,0.47,0.58,0.7,0.67,73,74,86,91,87,-3.8599999999999994
809,Banks - Diversified,MUFG,22.37,0.61,0.37,0.5,0.55,0.64,73,67,76,77,76,2.9299999999999997
810,Medical Care Facilities,UHS,22.3,0.77,0.55,0.71,0.29,0.53,73,64,50,14,35,5.890000000000001
811,Specialty Industrial Machinery,ITT,22.2,0.68,0.42,0.54,0.59,0.84,73,66,72,71,55,3.6899999999999977
812,Banks - Regional,CUBI,22.11,0.57,0.59,0.33,0.43,0.75,73,74,68,74,48,-4.050000000000001
813,Specialty Business Services,LZ,22.09,0.57,0.56,0.41,0.4,0.58,73,75,74,74,30,-4.93
814,Internet Content & Information,GRPN,22.03,0.48,0.39,0.38,0.28,0.37,73,79,79,98,97,-11.0
815,Biotechnology,BCAX,21.92,0.43,0.45,0.75,0.54,0.75,73,75,79,6,49,-5.569999999999997
